           1           5   1.0000000000000000     
           1           6  -2.0000000000000000     
           1           7   2.0000000000000000     
           1           8  -3.0000000000000000     
           2           5  -2.0000000000000000     
           2           6  -1.0000000000000000     
           2           8  -2.0000000000000000     
           2          34  -1.0000000000000000     
           3           6  -1.0000000000000000     
           3           7   2.0000000000000000     
           3           8  -1.0000000000000000     
           4           5   2.0000000000000000     
           4           7  -3.0000000000000000     
           4           8  -3.0000000000000000     
           4          36  -1.0000000000000000     
           5          13  -1.0000000000000000     
           6          14  -1.0000000000000000     
           7          15  -1.0000000000000000     
           8          16  -1.0000000000000000     
           9          13  -2.0000000000000000     
           9          14  -2.0000000000000000     
           9          41   1.0000000000000000     
          10          13  -1.0000000000000000     
          10          14  -3.0000000000000000     
          10          15  -3.0000000000000000     
          10          16  -3.0000000000000000     
          10          42  -2.0000000000000000     
          11          13  -2.0000000000000000     
          11          14  -1.0000000000000000     
          11          43  -1.0000000000000000     
          12          13  -2.0000000000000000     
          12          14   1.0000000000000000     
          12          15  -1.0000000000000000     
          12          44  -1.0000000000000000     
          13          21  -2.0000000000000000     
          14          22  -1.0000000000000000     
          15          23  -1.0000000000000000     
          17          22  -1.0000000000000000     
          17          23  -3.0000000000000000     
          17          24  -2.0000000000000000     
          17          49   2.0000000000000000     
          18          21  -3.0000000000000000     
          18          22  -2.0000000000000000     
          18          23  -1.0000000000000000     
          18          50  -2.0000000000000000     
          19          21  -2.0000000000000000     
          19          22  -2.0000000000000000     
          19          23  -4.0000000000000000     
          19          24  -2.0000000000000000     
          19          51  -2.0000000000000000     
          20          21  -2.0000000000000000     
          20          22  -3.0000000000000000     
          20          23  -3.0000000000000000     
          21          29  -1.0000000000000000     
          22          30  -3.0000000000000000     
          23          31  -2.0000000000000000     
          24          32  -2.0000000000000000     
          25          29   2.0000000000000000     
          25          30  -3.0000000000000000     
          25          31   2.0000000000000000     
          25          32  -3.0000000000000000     
          25          57  -4.0000000000000000     
          26          29  -4.0000000000000000     
          26          30  -2.0000000000000000     
          26          31   1.0000000000000000     
          26          32   3.0000000000000000     
          26          58  -1.0000000000000000     
          27          29   1.0000000000000000     
          27          30  -2.0000000000000000     
          27          31  -1.0000000000000000     
          27          59  -1.0000000000000000     
          28          29  -5.0000000000000000     
          28          30  -4.0000000000000000     
          28          31  -3.0000000000000000     
          28          60  -2.0000000000000000     
          33          37  -1.0000000000000000     
          33          38  -1.0000000000000000     
          33          39  -1.0000000000000000     
          33          40  -2.0000000000000000     
          33          65  -3.0000000000000000     
          34          37   1.0000000000000000     
          34          38  -1.0000000000000000     
          34          39  -2.0000000000000000     
          34          40  -1.0000000000000000     
          34          66  -1.0000000000000000     
          35          37  -1.0000000000000000     
          35          38  -2.0000000000000000     
          35          40   1.0000000000000000     
          36          37  -3.0000000000000000     
          36          38  -2.0000000000000000     
          36          39   2.0000000000000000     
          36          68   1.0000000000000000     
          37          45  -1.0000000000000000     
          38          46  -2.0000000000000000     
          39          47   1.0000000000000000     
          40          48  -2.0000000000000000     
          41          45  -2.0000000000000000     
          41          46  -3.0000000000000000     
          41          47   1.0000000000000000     
          41          48  -2.0000000000000000     
          42          45  -3.0000000000000000     
          42          46  -2.0000000000000000     
          42          48  -4.0000000000000000     
          42          74  -1.0000000000000000     
          43          45  -4.0000000000000000     
          43          46  -3.0000000000000000     
          43          47  -1.0000000000000000     
          43          48  -2.0000000000000000     
          43          75  -1.0000000000000000     
          44          45  -1.0000000000000000     
          44          46  -1.0000000000000000     
          44          47  -3.0000000000000000     
          44          76  -2.0000000000000000     
          45          53   2.0000000000000000     
          46          54  -3.0000000000000000     
          47          55  -5.0000000000000000     
          48          56  -4.0000000000000000     
          49          53  -2.0000000000000000     
          49          55  -3.0000000000000000     
          49          56  -5.0000000000000000     
          49          81  -2.0000000000000000     
          50          53  -3.0000000000000000     
          50          54  -2.0000000000000000     
          50          55  -3.0000000000000000     
          50          56  -3.0000000000000000     
          50          82  -1.0000000000000000     
          51          54  -3.0000000000000000     
          51          55  -4.0000000000000000     
          51          83  -3.0000000000000000     
          52          54  -2.0000000000000000     
          52          55  -2.0000000000000000     
          52          56  -2.0000000000000000     
          53          61   1.0000000000000000     
          55          63  -1.0000000000000000     
          56          64  -2.0000000000000000     
          57          61  -2.0000000000000000     
          57          62  -2.0000000000000000     
          57          64  -2.0000000000000000     
          57          89  -2.0000000000000000     
          58          61  -2.0000000000000000     
          58          62  -1.0000000000000000     
          58          90  -2.0000000000000000     
          59          61  -1.0000000000000000     
          59          62   2.0000000000000000     
          59          63  -1.0000000000000000     
          59          64  -3.0000000000000000     
          59          91  -1.0000000000000000     
          60          61  -3.0000000000000000     
          60          62  -2.0000000000000000     
          60          64  -3.0000000000000000     
          65          69  -2.0000000000000000     
          65          70  -3.0000000000000000     
          65          71  -3.0000000000000000     
          65          72  -2.0000000000000000     
          65          97  -2.0000000000000000     
          66          70  -1.0000000000000000     
          66          71   1.0000000000000000     
          66          72  -3.0000000000000000     
          66          98  -1.0000000000000000     
          67          70  -1.0000000000000000     
          67          71   2.0000000000000000     
          67          72  -2.0000000000000000     
          68          70   2.0000000000000000     
          68          71  -2.0000000000000000     
          68         100  -1.0000000000000000     
          70          78  -3.0000000000000000     
          71          79  -1.0000000000000000     
          72          80  -3.0000000000000000     
          73          78  -1.0000000000000000     
          73          79  -3.0000000000000000     
          73          80  -2.0000000000000000     
          74          77  -1.0000000000000000     
          74          78  -3.0000000000000000     
          74          79  -2.0000000000000000     
          74          80   1.0000000000000000     
          75          77   1.0000000000000000     
          75          78  -3.0000000000000000     
          75          79  -3.0000000000000000     
          75          80  -3.0000000000000000     
          75         107  -1.0000000000000000     
          76          78  -3.0000000000000000     
          76          79  -3.0000000000000000     
          76          80   2.0000000000000000     
          76         108  -1.0000000000000000     
          77          85   2.0000000000000000     
          78          86  -1.0000000000000000     
          79          87  -2.0000000000000000     
          80          88  -2.0000000000000000     
          81          85   1.0000000000000000     
          81          86   2.0000000000000000     
          81          87  -2.0000000000000000     
          81         113  -2.0000000000000000     
          82          86   2.0000000000000000     
          82          87  -1.0000000000000000     
          82          88   2.0000000000000000     
          82         114  -2.0000000000000000     
          83          85  -5.0000000000000000     
          83          86  -3.0000000000000000     
          83          87  -8.0000000000000000     
          83          88  -2.0000000000000000     
          83         115  -1.0000000000000000     
          84          85   1.0000000000000000     
          84          86  -2.0000000000000000     
          84          87  -4.0000000000000000     
          84         116  -1.0000000000000000     
          88          96  -1.0000000000000000     
          89          93  -1.0000000000000000     
          89          94  -1.0000000000000000     
          89          95  -1.0000000000000000     
          89          96  -1.0000000000000000     
          90          93  -2.0000000000000000     
          90          94  -2.0000000000000000     
          90          96  -3.0000000000000000     
          90         122  -1.0000000000000000     
          91          93  -1.0000000000000000     
          91          95  -3.0000000000000000     
          91          96  -3.0000000000000000     
          92          94  -1.0000000000000000     
          92          95   1.0000000000000000     
          92         124  -1.0000000000000000     
          97         101  -1.0000000000000000     
          97         102  -1.0000000000000000     
          97         103  -1.0000000000000000     
          97         104  -1.0000000000000000     
          98         102   1.0000000000000000     
          98         103   2.0000000000000000     
          98         104   1.0000000000000000     
          99         101  -2.0000000000000000     
          99         102  -2.0000000000000000     
          99         103   1.0000000000000000     
          99         104   2.0000000000000000     
         100         101  -2.0000000000000000     
         100         102  -4.0000000000000000     
         100         103  -3.0000000000000000     
         100         104  -2.0000000000000000     
         101         109  -1.0000000000000000     
         102         110  -2.0000000000000000     
         104         112  -3.0000000000000000     
         105         109  -1.0000000000000000     
         105         111  -3.0000000000000000     
         105         112   2.0000000000000000     
         106         109  -1.0000000000000000     
         106         110  -1.0000000000000000     
         106         111  -3.0000000000000000     
         106         112  -1.0000000000000000     
         107         109  -1.0000000000000000     
         107         110   2.0000000000000000     
         107         112  -4.0000000000000000     
         108         109  -2.0000000000000000     
         108         110  -1.0000000000000000     
         108         111  -1.0000000000000000     
         108         112   2.0000000000000000     
         110         118   1.0000000000000000     
         112         120  -1.0000000000000000     
         113         117  -1.0000000000000000     
         113         118   3.0000000000000000     
         113         119  -3.0000000000000000     
         113         120  -2.0000000000000000     
         114         117   3.0000000000000000     
         114         118  -1.0000000000000000     
         114         119  -3.0000000000000000     
         115         118  -2.0000000000000000     
         115         119  -1.0000000000000000     
         115         120  -2.0000000000000000     
         116         117  -2.0000000000000000     
         116         118  -1.0000000000000000     
         116         119  -1.0000000000000000     
         116         120  -1.0000000000000000     
         117         125  -1.0000000000000000     
         118         126  -1.0000000000000000     
         119         127  -2.0000000000000000     
         121         125   1.0000000000000000     
         121         126   1.0000000000000000     
         121         127  -1.0000000000000000     
         121         128  -1.0000000000000000     
         122         125  -5.0000000000000000     
         122         126  -2.0000000000000000     
         122         127  -1.0000000000000000     
         122         128  -1.0000000000000000     
         123         125  -1.0000000000000000     
         123         128  -1.0000000000000000     
         124         128  -1.0000000000000000     
